dataset,model,fold,size,split,f1,recall
cleveland,logistic_regression,20,217,train,0.8586387434554974,0.8282828282828283
cleveland,logistic_regression,20,217,val,0.8679245283018868,0.8214285714285714
cleveland,random_forest,20,242,train,0.9863013698630136,0.9818181818181818
cleveland,random_forest,20,242,val,0.9056603773584906,0.8571428571428571
cleveland,logistic_regression,20,242,train,0.8544600938967136,0.8272727272727273
cleveland,logistic_regression,20,242,val,0.8679245283018868,0.8214285714285714
cleveland,random_forest,21,24,train,1.0,1.0
cleveland,random_forest,21,24,val,0.7241379310344828,0.75
cleveland,logistic_regression,21,24,train,0.9523809523809523,0.9090909090909091
cleveland,logistic_regression,21,24,val,0.71875,0.8214285714285714
cleveland,random_forest,21,48,train,0.9767441860465116,0.9545454545454546
cleveland,random_forest,21,48,val,0.8301886792452831,0.7857142857142857
cleveland,logistic_regression,21,48,train,0.8571428571428571,0.8181818181818182
cleveland,logistic_regression,21,48,val,0.8,0.9285714285714286
cleveland,random_forest,21,72,train,0.9375,0.9090909090909091
cleveland,random_forest,21,72,val,0.7924528301886793,0.75
cleveland,logistic_regression,21,72,train,0.8307692307692308,0.8181818181818182
cleveland,logistic_regression,21,72,val,0.8,0.7857142857142857
cleveland,random_forest,21,96,train,0.9655172413793104,0.9545454545454546
cleveland,random_forest,21,96,val,0.7857142857142857,0.7857142857142857
cleveland,logistic_regression,21,96,train,0.8735632183908046,0.8636363636363636
cleveland,logistic_regression,21,96,val,0.8363636363636363,0.8214285714285714
cleveland,random_forest,21,121,train,0.9724770642201835,0.9636363636363636
cleveland,random_forest,21,121,val,0.8148148148148148,0.7857142857142857
cleveland,logistic_regression,21,121,train,0.8727272727272727,0.8727272727272727
cleveland,logistic_regression,21,121,val,0.8301886792452831,0.7857142857142857
cleveland,random_forest,21,145,train,0.9770992366412213,0.9696969696969697
cleveland,random_forest,21,145,val,0.7857142857142857,0.7857142857142857
cleveland,logistic_regression,21,145,train,0.8709677419354839,0.8181818181818182
cleveland,logistic_regression,21,145,val,0.8363636363636363,0.8214285714285714
cleveland,random_forest,21,169,train,0.9803921568627451,0.974025974025974
cleveland,random_forest,21,169,val,0.8461538461538461,0.7857142857142857
cleveland,logistic_regression,21,169,train,0.88,0.8571428571428571
cleveland,logistic_regression,21,169,val,0.8461538461538461,0.7857142857142857
cleveland,random_forest,21,193,train,0.9828571428571429,0.9772727272727273
cleveland,random_forest,21,193,val,0.7857142857142857,0.7857142857142857
cleveland,logistic_regression,21,193,train,0.8771929824561403,0.8522727272727273
cleveland,logistic_regression,21,193,val,0.8,0.7857142857142857
cleveland,random_forest,21,217,train,0.9746192893401016,0.9696969696969697
cleveland,random_forest,21,217,val,0.7857142857142857,0.7857142857142857
cleveland,logistic_regression,21,217,train,0.875,0.8484848484848485
cleveland,logistic_regression,21,217,val,0.8,0.7857142857142857
cleveland,random_forest,21,242,train,0.9727272727272728,0.9727272727272728
cleveland,random_forest,21,242,val,0.7719298245614035,0.7857142857142857
cleveland,logistic_regression,21,242,train,0.8720379146919431,0.8363636363636363
cleveland,logistic_regression,21,242,val,0.7857142857142857,0.7857142857142857
cleveland,random_forest,22,24,train,0.9565217391304348,1.0
cleveland,random_forest,22,24,val,0.7931034482758621,0.8214285714285714
cleveland,logistic_regression,22,24,train,0.9090909090909091,0.9090909090909091
cleveland,logistic_regression,22,24,val,0.7586206896551724,0.7857142857142857
cleveland,random_forest,22,48,train,0.9777777777777777,1.0
cleveland,random_forest,22,48,val,0.78125,0.8928571428571429
cleveland,logistic_regression,22,48,train,0.8444444444444444,0.8636363636363636
cleveland,logistic_regression,22,48,val,0.7666666666666667,0.8214285714285714
cleveland,random_forest,22,72,train,0.9705882352941176,1.0
cleveland,random_forest,22,72,val,0.8181818181818182,0.9642857142857143
cleveland,logistic_regression,22,72,train,0.8125,0.7878787878787878
cleveland,logistic_regression,22,72,val,0.7586206896551724,0.7857142857142857
cleveland,random_forest,22,96,train,1.0,1.0
cleveland,random_forest,22,96,val,0.8275862068965517,0.8571428571428571
cleveland,logistic_regression,22,96,train,0.8735632183908046,0.8636363636363636
cleveland,logistic_regression,22,96,val,0.8070175438596491,0.8214285714285714
cleveland,random_forest,22,121,train,0.9821428571428571,1.0
cleveland,random_forest,22,121,val,0.8928571428571429,0.8928571428571429
cleveland,logistic_regression,22,121,train,0.8648648648648649,0.8727272727272727
cleveland,logistic_regression,22,121,val,0.8301886792452831,0.7857142857142857
cleveland,random_forest,22,145,train,0.9850746268656716,1.0
cleveland,random_forest,22,145,val,0.8518518518518519,0.8214285714285714
cleveland,logistic_regression,22,145,train,0.8396946564885496,0.8333333333333334
cleveland,logistic_regression,22,145,val,0.8846153846153846,0.8214285714285714
cleveland,random_forest,22,169,train,0.9871794871794872,1.0
cleveland,random_forest,22,169,val,0.8518518518518519,0.8214285714285714
cleveland,logistic_regression,22,169,train,0.8516129032258064,0.8571428571428571
cleveland,logistic_regression,22,169,val,0.8679245283018868,0.8214285714285714
cleveland,random_forest,22,193,train,0.9887640449438202,1.0
cleveland,random_forest,22,193,val,0.8518518518518519,0.8214285714285714
cleveland,logistic_regression,22,193,train,0.8505747126436781,0.8409090909090909
cleveland,logistic_regression,22,193,val,0.8846153846153846,0.8214285714285714
cleveland,random_forest,22,217,train,0.9849246231155779,0.98989898989899
cleveland,random_forest,22,217,val,0.8301886792452831,0.7857142857142857
cleveland,logistic_regression,22,217,train,0.841025641025641,0.8282828282828283
cleveland,logistic_regression,22,217,val,0.8679245283018868,0.8214285714285714
cleveland,random_forest,22,242,train,0.9864253393665159,0.990909090909091
cleveland,random_forest,22,242,val,0.8363636363636363,0.8214285714285714
cleveland,logistic_regression,22,242,train,0.847926267281106,0.8363636363636363
cleveland,logistic_regression,22,242,val,0.8679245283018868,0.8214285714285714
cleveland,random_forest,23,24,train,1.0,1.0
cleveland,random_forest,23,24,val,0.7407407407407407,0.7407407407407407
cleveland,logistic_regression,23,24,train,0.9565217391304348,1.0
cleveland,logistic_regression,23,24,val,0.7924528301886793,0.7777777777777778
cleveland,random_forest,23,48,train,0.9777777777777777,1.0
cleveland,random_forest,23,48,val,0.7272727272727273,0.7407407407407407
cleveland,logistic_regression,23,48,train,0.8695652173913043,0.9090909090909091
cleveland,logistic_regression,23,48,val,0.7547169811320755,0.7407407407407407
cleveland,random_forest,23,72,train,1.0,1.0
cleveland,random_forest,23,72,val,0.7692307692307693,0.7407407407407407
cleveland,logistic_regression,23,72,train,0.8787878787878788,0.8787878787878788
cleveland,logistic_regression,23,72,val,0.7843137254901961,0.7407407407407407
cleveland,random_forest,23,96,train,0.9772727272727273,0.9772727272727273
cleveland,random_forest,23,96,val,0.7450980392156863,0.7037037037037037
cleveland,logistic_regression,23,96,train,0.8275862068965517,0.8181818181818182
cleveland,logistic_regression,23,96,val,0.84,0.7777777777777778
cleveland,random_forest,23,121,train,0.990990990990991,1.0
cleveland,random_forest,23,121,val,0.76,0.7037037037037037
cleveland,logistic_regression,23,121,train,0.8727272727272727,0.8727272727272727
cleveland,logistic_regression,23,121,val,0.8333333333333334,0.7407407407407407
cleveland,random_forest,23,145,train,0.9850746268656716,1.0
cleveland,random_forest,23,145,val,0.7692307692307693,0.7407407407407407
cleveland,logistic_regression,23,145,train,0.8837209302325582,0.8636363636363636
cleveland,logistic_regression,23,145,val,0.84,0.7777777777777778
cleveland,random_forest,23,169,train,0.9871794871794872,1.0
cleveland,random_forest,23,169,val,0.8148148148148148,0.8148148148148148
cleveland,logistic_regression,23,169,train,0.8571428571428571,0.8571428571428571
cleveland,logistic_regression,23,169,val,0.88,0.8148148148148148
cleveland,random_forest,23,193,train,0.9887640449438202,1.0
cleveland,random_forest,23,193,val,0.7692307692307693,0.7407407407407407
cleveland,logistic_regression,23,193,train,0.8620689655172413,0.8522727272727273
cleveland,logistic_regression,23,193,val,0.84,0.7777777777777778
cleveland,random_forest,23,217,train,0.98989898989899,0.98989898989899
cleveland,random_forest,23,217,val,0.7450980392156863,0.7037037037037037
cleveland,logistic_regression,23,217,train,0.8615384615384616,0.8484848484848485
cleveland,logistic_regression,23,217,val,0.8333333333333334,0.7407407407407407
cleveland,random_forest,23,242,train,0.9819819819819819,0.9819819819819819
cleveland,random_forest,23,242,val,0.7843137254901961,0.7407407407407407
cleveland,logistic_regression,23,242,train,0.8532110091743119,0.8378378378378378
cleveland,logistic_regression,23,242,val,0.8333333333333334,0.7407407407407407
cleveland,random_forest,24,24,train,1.0,1.0
cleveland,random_forest,24,24,val,0.7450980392156863,0.7037037037037037
cleveland,logistic_regression,24,24,train,0.9565217391304348,1.0
cleveland,logistic_regression,24,24,val,0.7450980392156863,0.7037037037037037
cleveland,random_forest,24,48,train,0.9767441860465116,0.9545454545454546
cleveland,random_forest,24,48,val,0.7407407407407407,0.7407407407407407
cleveland,logistic_regression,24,48,train,0.8837209302325582,0.8636363636363636
cleveland,logistic_regression,24,48,val,0.7666666666666667,0.8518518518518519
cleveland,random_forest,24,72,train,0.9846153846153847,0.9696969696969697
cleveland,random_forest,24,72,val,0.7692307692307693,0.7407407407407407
cleveland,logistic_regression,24,72,train,0.8823529411764706,0.9090909090909091
cleveland,logistic_regression,24,72,val,0.7272727272727273,0.7407407407407407
cleveland,random_forest,24,96,train,0.9885057471264368,0.9772727272727273
cleveland,random_forest,24,96,val,0.7636363636363637,0.7777777777777778
cleveland,logistic_regression,24,96,train,0.9111111111111111,0.9318181818181818
cleveland,logistic_regression,24,96,val,0.7540983606557377,0.8518518518518519
cleveland,random_forest,24,121,train,0.9908256880733946,0.9818181818181818
cleveland,random_forest,24,121,val,0.7407407407407407,0.7407407407407407
cleveland,logistic_regression,24,121,train,0.8990825688073395,0.8909090909090909
cleveland,logistic_regression,24,121,val,0.7666666666666667,0.8518518518518519
cleveland,random_forest,24,145,train,0.9923664122137404,0.9848484848484849
cleveland,random_forest,24,145,val,0.7777777777777778,0.7777777777777778
cleveland,logistic_regression,24,145,train,0.8888888888888888,0.8484848484848485
cleveland,logistic_regression,24,145,val,0.7457627118644068,0.8148148148148148
cleveland,random_forest,24,169,train,0.9868421052631579,0.974025974025974
cleveland,random_forest,24,169,val,0.7547169811320755,0.7407407407407407
cleveland,logistic_regression,24,169,train,0.8918918918918919,0.8571428571428571
cleveland,logistic_regression,24,169,val,0.7241379310344828,0.7777777777777778
cleveland,random_forest,24,193,train,0.9885057471264368,0.9772727272727273
cleveland,random_forest,24,193,val,0.7777777777777778,0.7777777777777778
cleveland,logistic_regression,24,193,train,0.8823529411764706,0.8522727272727273
cleveland,logistic_regression,24,193,val,0.7457627118644068,0.8148148148148148
cleveland,random_forest,24,217,train,0.9897959183673469,0.9797979797979798
cleveland,random_forest,24,217,val,0.7719298245614035,0.8148148148148148
cleveland,logistic_regression,24,217,train,0.8842105263157894,0.8484848484848485
cleveland,logistic_regression,24,217,val,0.7457627118644068,0.8148148148148148
cleveland,random_forest,24,242,train,0.990909090909091,0.9819819819819819
cleveland,random_forest,24,242,val,0.7719298245614035,0.8148148148148148
cleveland,logistic_regression,24,242,train,0.8837209302325582,0.8558558558558559
cleveland,logistic_regression,24,242,val,0.7457627118644068,0.8148148148148148
